© Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;
;;;;;;;;;;
Alphabetisches Verzeichnis der Wahlbewerber zur Bundestagswahl 2013;;;;;;;;;;
;;;;;;;;;;
Name, Vorname;Geburtsjahr;Beruf;Berufsschlüssel;Geschlecht;Partei;Land;Platz;Wahlkreis;"Gewählt: 1=über Wkr; 2=über LL";
Leyen von der, Dr. Ursula;1958;Ärztin, Bundesministerin;76;2;CDU;NI;1;42;2;
Lezius, Antje;1960;Selbstständige Unternehmensberaterin;75;2;CDU;RP;12;202;1;
Lichdi, Johannes;1964;Rechtsanwalt;81;1;GRÜNE;SN;4;155;0;
Licht, Hans-Jürgen;1972;Verwaltungsfachangestellter;78;1;SPD;NI;57;;0;
Lieb, Robert;1963;Schneidwerkzeugmechaniker;29;1;REP;BY;12;;0;
Liebe, Luda A.;1952;Unternehmerin;75;2;FREIE WÄHLER;;;204;0;
Liebenow, Fritz Kurt;1949;Fleischermeister;40;1;NPD;BE;7;85;0;
Liebhardt, Bernd Wolfgang;1977;Rechtsanwalt;81;1;CSU;BY;66;;0;
Liebich, Stefan;1972;MdB, Diplom-Betriebswirt (FH);76;1;DIE LINKE;BE;4;76;1;
Liebing, Ingbert;1963;MdB, Bürgermeister a.D.;76;1;CDU;SH;5;2;1;
Liebl, Georg;1947;Rentner;75;1;DIE LINKE;BY;16;249;0;
Liebram, Sebastian;1990;Soldat auf Zeit;80;1;FDP;HH;3;;0;
Liedgens, Andre;1971;Elektroinstallateur;31;1;PARTEI DER VERNUNFT;NW;5;;0;
Liehr, Heinz;1975;Angestellter Bundesagentur für Arbeit;78;1;FDP;BY;18;254;0;
Lierse, Lore;1955;Zoofachhändlerin;67;2;NPD;BB;6;59;0;
Liesendahl, Anna-Verena;1988;Hotelfachfrau;91;2;pro Deutschland;BE;2;;0;
Liesendahl, Ursula;1959;Hausfrau;95;2;pro Deutschland;ST;2;;0;
Lietz, Arne;1976;Historiker;88;1;SPD;ST;7;70;0;
Lietz, Matthias;1953;MdB, Betriebsschlosser;76;1;CDU;MV;3;16;1;
Lill, Karen;1958;Angestellte, Diplom-Ökonomin;78;2;FDP;RP;26;;0;
Lillge, Dr. Wolfgang;1950;Arzt;84;1;BüSo;BE;3;81;0;
Linde, Marc;1986;Student;94;1;REP;BB;2;;0;
Lindemann, David;1977;Jurist;81;1;SPD;;;299;0;
Lindemann, Lars Friedrich;1971;MdB, Rechtsanwalt;76;1;FDP;BE;2;80;0;
Lindemann, Thomas;1980;Diplom-Ingenieur Maschinenbau;27;1;NPD;ST;8;70;0;
Linden, Andre;1969;Arzt;84;1;AfD;HE;14;;0;
Lindenberg, Nadine;1983;Studierende der Medieninformatik;94;2;PIRATEN;;;1;0;
Lindenblatt, Gerd;1945;Pensionär;95;1;PIRATEN;;;77;0;
Lindholz, Andrea;1970;Rechtsanwältin;81;2;CSU;BY;20;247;1;
Lindlacher, Franz;1954;Diplom-Sozialpädagoge;86;1;DIE LINKE;;;225;0;
Lindner, Dr. Frank Martin;1964;MdB, Rechtsanwalt;76;1;FDP;BE;1;79;0;
Lindner, Dr. Tobias;1982;MdB, Wirtschaftswissenschaftler;76;1;GRÜNE;RP;2;212;2;
Lindner, Edeltraud;1943;Bürokauffrau;78;2;Volksabstimmung;NW;7;;0;
Lindner, Sebastian;1986;Student;94;1;SPD;HE;43;;0;
Link, Christiana;1958;Bürohilfe;78;2;MLPD;NW;10;;0;
Link, Dr. Manfred;1941;Rentner;95;1;Bündnis 21/RRP;BY;1;253;0;
Link, Maria;1947;Rentnerin;95;2;Bündnis 21/RRP;BY;10;;0;
Link, Michael Georg;1963;Mitglied des Deutschen Bundestages;76;1;FDP;BW;4;267;0;
Linnemann, Dr. Carsten;1977;MdB, Diplom-Volkswirt;76;1;CDU;;;137;1;
Linnert, Patrick;1985;Softwareentwickler;77;1;PIRATEN;BY;5;245;0;
Lips, Patricia;1963;Handelsfachwirtin;67;2;CDU;HE;11;187;1;
Lischka, Burkhard;1965;Mitglied des Deutschen Bundestages;76;1;SPD;ST;1;69;2;
Listemann, Carmen;1961;Diplom-Ingenieurin;60;2;SPD;TH;6;189;0;
Lister, Manfred;1960;Kaufmännischer Angestellter;78;1;FDP;HE;17;169;0;
Löbe, Jörg;1962;unabhängiger Vermögensberater;69;1;FDP;;;115;0;
Lockfisch, Klemens;1961;Einzelhandelskaufmann;67;1;NPD;;;265;0;
Loesch, Martin Werner Otto;1945;Rentner;95;1;pro Deutschland;MV;2;;0;
Lohmann, Dr. Niels;1981;Wissenschaftlicher Mitarbeiter;88;1;PIRATEN;MV;2;;0;
Lohmeyer, Johannes Hubertus;1964;Geschäftsführer;75;1;FDP;;;159;0;
Lohnes, Stefanie;1973;Diplom- Sozialpädagogin;88;2;DIE LINKE;HE;7;;0;
Löhr, Marlene;1985;Europawissenschaftlerin;88;2;GRÜNE;SH;5;1;0;
Lokar, Christiane;1972;Grafik-Designerin;83;2;Die PARTEI;BE;9;;0;
Lommer, Dr. Sebastian;1973;Rechtsanwalt;81;1;FDP;BY;34;227;0;
Löning, Alice Magdalena;1951;Kauffrau;78;2;FDP;BB;5;62;0;
Loos, Bernhard;1955;Geschäftsführer;75;1;CSU;BY;59;;0;
Loos, Dr. Dorit;1944;Professorin i.R.;95;2;CDU;BW;54;;0;
Loosz, Hans Detlef;1953;Gewerkschaftssekretär i.R.;95;1;SPD;NW;43;88;0;
Löpke, Roland Willi;1955;Kaufmann;78;1;PIRATEN;;;139;0;
Lorch, Gotthilf;1961;Diplom-Sozialarbeiter (FH);86;1;DIE LINKE;;;286;0;
Lörcher, Karl;1961;Bauingenieur;60;1;ÖDP;BW;27;;0;
Lörcher, Wolfgang;1963;Angestellter;78;1;DIE LINKE;;;174;0;
Lorenz, Christopher;1968;Selbständig;99;1;Die PARTEI;BE;20;;0;
Lorenz, Dr. Martin;1977;Hautarzt;84;1;SPD;RP;32;;0;
Lorenz, Joseph;1941;Landwirt;1;1;REP;BY;50;;0;
Lorenz, Wilfried;1942;Kaufmann;78;1;CDU;NI;28;41;2;
Lorenzen, Florian;1986;Agrarbetriebswirt;1;1;CDU;SH;16;;0;
Lösekrug-Möller, Gabriele;1951;MdB;76;2;SPD;NI;2;46;1;
Löser, Julia Erika Gudrun;1991;Schülerin;94;2;FREIE WÄHLER;;;74;0;
Lotarewicz, Bartosz Jerzy;1982;Student;94;1;GRÜNE;;;86;0;
Lotze, Hiltrud;1958;Kulturwissenschaftlerin;88;2;SPD;NI;20;37;2;
Lötzsch, Dr. Gesine;1961;MdB, Philologin;76;2;DIE LINKE;BE;3;86;1;
Louwers, Marcel;1981;Student;94;1;PIRATEN;SH;5;;0;
Löw, Jens;1962;Diplom-Ingenieur Forst (FH);6;1;SPD;BW;23;286;0;
Lübbers, Henning;1988;Bauzeichner;64;1;PIRATEN;;;68;0;
Lübcke, Silvia;1961;Schaustellerin;70;2;CDU;NI;35;;0;
Lubitz, Holger;1971;Diplom-Informatiker;77;1;PIRATEN;;;27;0;
Lück, Gisela;1953;Kaufmänische Angestellte;78;2;NPD;;;169;0;
Lucke, Dr. Bernd;1962;Hochschullehrer, Professsor;87;1;AfD;NI;1;36;0;
Lücke, Matthias;1972;Diplom-Betriebswirt (BA);88;1;AfD;BW;26;;0;
Luckert, Martin Thomas;1988;Politikwissenschaftler;88;1;SPD;TH;12;;0;
Lücking-Michel, Dr. Claudia Maria;1962;Generalsekretärin;76;2;CDU;NW;28;96;2;
Luczak, Dr. Jan-Marco;1975;MdB, Rechtsanwalt;76;1;CDU;BE;5;81;1;
Lüdecke, Sebastian;1987;Student;94;1;GRÜNE;ST;4;;0;
Ludemann, Dr. Peter;1946;Unternehmensberater;75;1;FDP;NW;46;100;0;
Ludewig, Bianca;1971;Apokalypse-Expertin;99;2;Die PARTEI;BE;30;;0;
Ludewig, Dr. Hans-Peter;1946;Rentner;95;1;GRÜNE;;;35;0;
Lüdtke-Reißmann, Jan;1969;Beamter;78;1;PIRATEN;BW;10;262;0;
Ludwig, Arne;1968;Unternehmer;75;1;PIRATEN;NI;10;;0;
Ludwig, Dagmar Anita;1940;Heilpraktikerin;85;2;Bündnis 21/RRP;NW;1;142;0;
Ludwig, Daniela;1975;MdB, Diplom-Juristin (Univ.);76;2;CSU;BY;15;223;1;
Luetkens, Sascha;1976;Angestellter;78;1;DIE LINKE;SH;4;;0;
Lugert, Barbara;1978;Marketingmanagerin;75;2;SPD;BY;47;;0;
Lühmann, Kirsten;1964;Polizeibeamtin;80;2;SPD;NI;14;44;2;
Luhr, Heinrich;1953;Diplom-Ingenieur Elektrotechnik;60;1;FREIE WÄHLER;;;32;0;
Lukas, Gerald;1943;Rentner;95;1;Bündnis 21/RRP;;;29;0;
Lukat, Jürgen;1970;Diplom-Sozialarbeiter;86;1;Die PARTEI;NW;16;119;0;
Lükensmeier, Ralf;1963;Wirtschaftsfachwirt;78;1;Anderer KWV;;;25;0;
Luksic, Oliver;1979;Mitglied des deutschen Bundestages;76;1;FDP;SL;1;298;0;
Lüle, Oguz;1960;Kaufmann;78;1;DIE LINKE;;;219;0;
Lüpke, Mario;1979;Maler;51;1;MLPD;ST;4;;0;
Lüsgens, Wolfgang;1946;Rentner;95;1;REP;NW;12;;0;
Lüst, Christiane Gisela Erika;1966;Diplom-Sozialpädagogin;86;2;ÖDP;BY;4;222;0;
Lust, Dietmar;1972;Selbständiger Maschinenbautechniker;62;1;GRÜNE;BW;36;280;0;
Lütge, Holger;1969;Unternehmer;75;1;GRÜNE;;;77;0;
Lüttgen, Markus;1968;Kaufmann;78;1;PARTEI DER VERNUNFT;NW;8;;0;
Lüttmann, Christophe;1966;Finanzberater;75;1;FDP;NW;54;128;0;
Lutze, Thomas;1969;Maschinenbauer, Bürokaufmann;27;1;DIE LINKE;SL;1;;2;
Lützler, Jan;1994;Schüler;94;1;Die PARTEI;NW;12;;0;
Lux, Gudrun;1980;Politikwissenschaftlerin;88;2;GRÜNE;BY;17;;0;
Lux, Stefan;1959;Historiker;88;1;NPD;BE;6;;0;
Lux, Stefan;1960;Betriebsleiter;75;1;SPD;HE;25;177;0;
Lyncker-Ehrenkrook Freiherr von, Konrad;1986;Wissenschaftlicher Mitarbeiter;88;1;AfD;HH;3;;0;
Maag, Karin;1962;Mitglied des Deutschen Bundestages;76;2;CDU;BW;9;259;1;
Maas, Ulrich;1962;Industriemechaniker;27;1;Die PARTEI;NW;50;;0;
Maaß, Simone;1967;Referentin;76;2;GRÜNE;;;197;0;
Macit, Burak;1990;Einzelhandelskaufmann;67;1;FREIE WÄHLER;;;79;0;
Mack, Günther;1949;Lehrer;87;1;FREIE WÄHLER;RP;16;;0;
Mack, Hermann;1953;Medizinischer Fußpfleger;90;1;REP;BY;8;;0;
Magar, Axel;1954;Diplom-Wirtschaftsingenieur;60;1;PARTEI DER VERNUNFT;;;298;0;
Maggutiak, Taras;1973;Freier Journalist;82;1;AfD;BW;27;;0;
Magwas, Yvonne;1979;Diplom-Soziologin;88;2;CDU;SN;12;;2;
Mahlberg, Thomas;1965;Kaufmännischer Angestellter;78;1;CDU;NW;38;115;2;
Mahn-Gauseweg, Carolin;1981;Sicherheitsingenieur, Schienenfehrzeugtechnik;60;2;PIRATEN;SN;2;;0;
Mai, Franz-Josef;1943;Diplom-Ingenieur (FH);60;1;ÖDP;TH;4;;0;
Mai, Hannelore Anna;1943;Kinderkrankenschwester;85;2;ÖDP;TH;19;;0;
Mai, Susann;1967;Krankenschwester;85;2;ÖDP;TH;1;189;0;
Maier, Dr. Lothar;1944;Hochschullehrer;87;1;AfD;BW;12;;0;
Maier, Edeltraud;1938;Hausfrau;95;2;ÖDP;BW;23;;0;
Maier, Franz;1963;Schlosser;25;1;BüSo;BY;4;213;0;
Maier, Ludwig;1961;Heilerziehungspflegehelfer;86;1;ÖDP;BY;16;223;0;
Maier, Mario;1961;Rentner;95;1;REP;BE;6;;0;
Mainka, Anne;1978;Angestellte;78;2;MLPD;BW;15;;0;
Mair, Katrin;1981;Biochemikerin;61;2;CSU;BY;43;;0;
Maisch, Heidi;1960;Pädagogin, Logopädin;85;2;AfD;BW;20;;0;
Maisch, Nicole Christa;1981;Mitglied des Deutschen Bundestages;76;2;GRÜNE;HE;3;168;2;
Maiziere de, Dr. Karl Ernst Thomas;1954;MdB, Bundesminister;76;1;CDU;SN;1;155;1;
Majer, Thorsten;1978;Rechtsanwalt;81;1;SPD;BW;27;266;0;
Majewski, Christoph;1972;Diplom-Volkswirt;88;1;SPD;TH;5;196;0;
Majewski, Dennis;1983;Historiker;88;1;FDP;HE;19;170;0;
Makarov, Nina;1956;Hausfrau;95;2;AfD;ST;5;;0;
Malecha-Nissen, Dr. Birgit;1958;Diplom-Geologin;88;2;SPD;SH;8;6;2;
Mallon, Bernd Klaus;1955;Selbstständiger Kaufmann;67;1;Tierschutzpartei;SH;1;;0;
Malmberg, Bernd;1955;Elektroniker;62;1;DIE LINKE;;;277;0;
Malonn, Mario Andre;1965;Energieanlagenelektroniker;31;1;pro Deutschland;BB;1;;0;
Mandel, Sören;1989;Student;94;1;SPD;NI;31;;0;
Manderla, Gisela;1958;Umweltberaterin;92;2;CDU;NW;22;95;2;
Manfredini, Marco Timo Ermanno;1967;Geschäftsführer;75;1;Die PARTEI;HB;2;;0;
Mang, Markus;1966;Qualitätsprüfer;52;1;NPD;RP;5;249;0;
Mang, Michael;1981;Verwaltungsfachwirt;78;1;SPD;RP;29;;0;
Mangold, Olaf;1970;wissenschaftlicher Mitarbeiter;88;1;SPD;BB;9;59;0;
Maniera, Andre;1973;Jurist;81;1;REP;NW;1;106;0;
Mans, Johannes Erwin;1958;Diplom-Sozialpädagoge, Sozialarbeiter;86;1;FREIE WÄHLER;RP;6;203;0;
Mansmann, Till Berthold;1968;Diplom-Physiker;61;1;FDP;HE;13;188;0;
Mansouri, Marcel Scherwien;1985;Student;94;1;DIE LINKE;SH;2;3;0;
Mansury, Homaira;1978;Dozentin;87;2;SPD;BY;24;251;0;
Mantovanelli, Marco Gerard;1965;Teamleiter;75;1;GRÜNE;NW;32;131;0;
Maragota Silva, Emanuel;1989;Examinierter Altenpfleger;86;1;pro Deutschland;NI;2;;0;
Mariacher, Vanessa;1995;Schülerin;94;2;BP;BY;11;;0;
Marinello, Karin;1951;Fachlehrerin;87;2;MLPD;HE;2;;0;
Markau, Andre;1964;Kaufmann für Grundstücks- und Wohnungswirtschaft;70;1;NPD;;;77;0;
Marks, Caren;1963;Mitglied des Deutschen Bundestages;76;2;SPD;NI;6;43;2;
Marks, Michael;1971;Handwerksmeister;75;1;FREIE WÄHLER;ST;4;70;0;
Marky, Dirk;1966;Selbstständiger Kaufmann;67;1;PIRATEN;BY;11;237;0;
Marquardt, Erich;1953;Bank-Filialdirektor a.D.;95;1;FREIE WÄHLER;BW;4;289;0;
Marsch, Lothar Volker;1956;Arzt;84;1;REP;NW;10;;0;
Marschall von Bieberstein, Matern;1962;Verlagskaufmann                        ;68;1;CDU;BW;7;281;1;
Marschner, Frank;1957;Industriekaufmann;78;1;NPD;HE;5;185;0;
Martens, Andre;1970;Diplom-Informatiker;77;1;PIRATEN;BW;4;281;0;
Martin, Dr. Jürgen;1955;Pharmaberater;68;1;PIRATEN;BW;25;259;0;
Martins do Canto, Fabricio;1969;Betriebswirt (B.A.);88;1;PIRATEN;;;76;0;
Martiny, Sabine;1944;Malerin, Lehrerin;51;2;PIRATEN;;;137;0;
Marvi, Parsa;1982;IT-Produktmanager;77;1;SPD;BW;31;271;0;
Marwitz von der, Hans-Georg;1961;MdB, Landwirt;76;1;CDU;BB;5;59;1;
Marx, Dirk Christian;1965;Kaufmann;78;1;CDU;HH;6;18;0;
Marx, Peter;1956;Generalsekretär;76;1;NPD;SL;1;296;0;
März, Thorsten Peter;1972;Fleischer;40;1;NPD;;;94;0;
Maskos, Wolfgang Heinrich;1955;Schlosser;25;1;REP;NW;11;;0;
Maßon, Norbert;1957;Elektroinstallateur-Meister;31;1;DIE LINKE;;;273;0;
Mast, Katja;1971;Mitglied des Deutschen Bundestages;76;2;SPD;BW;2;279;2;
Mast, Willi Alfred;1947;Arzt;84;1;MLPD;NW;16;;0;
Matheis, Ralf;1969;Fachinformatiker;77;1;Anderer KWV;;;289;0;
Mathes, Sophie-Marie;1990;Studentin;94;2;PIRATEN;BW;15;;0;
Matschke, Danny;1975;Maler und Lackierer;51;1;NPD;BE;9;;0;
Mattfeldt, Andreas;1969;MdB, Industriekaufmann;76;1;CDU;NI;18;34;1;
Mattheis, Hildegard;1954;Mitglied des Deutschen Bundestages;76;2;SPD;BW;4;291;2;
Matthes, Daniela;1981;Hotelfachfrau;91;2;BüSo;BE;14;;0;
Matthes, Marcella Giovanna;1983;Personaldisponentin;78;2;FDP;HE;8;184;0;
Matthiesen, Peter Heinz;1946;Soldat a.D.;95;1;PIRATEN;;;6;0;
Matthiessen, Detlef Martin;1954;Tierarzt;84;1;GRÜNE;;;4;0;
Matthiessen, Dr. Günter;1947;Hochschullehrer i.R.;95;1;DIE LINKE;HB;2;;0;
Matti, Lars;1973;Vermessungstechniker;62;1;PIRATEN;RP;7;;0;
Mattis, Manfred Günther Ernst Leopold;1956;Rechtsanwalt;81;1;AfD;HE;6;;0;
Matulla, Daniel Alexander;1988;Politikwissenschaftler;88;1;CSU;BY;60;;0;
Matys, Nico;1979;Kaufmännischer Sachbearbeiter;78;1;Tierschutzpartei;HB;4;;0;
Matzat, Jörg;1972;Polizeibeamter;80;1;AfD;RP;5;;0;
Maurer, Wolfgang;1953;Rechtsanwalt;81;1;FREIE WÄHLER;;;280;0;
Mauritz, Mario;1960;Gas- und Wasserinstalateur;26;1;REP;NW;8;88;0;
Maxim, Ursula;1967;Diplom-Sozialpädagogin;86;2;DIE LINKE;BY;11;;0;
May, Dr. Karl-Dietrich;1948;Professor;87;1;FREIE WÄHLER;BW;12;;0;
May, Iryna;1990;Studentin;94;2;FREIE WÄHLER;;;97;0;
May, Michael;1949;Rentner;95;1;MLPD;SL;5;;0;
Mayer, Dr. Norbert;1947;Rentner;95;1;FDP;BW;29;292;0;
Mayer, Hermann;1952;Personalchef a.D.;95;1;AfD;BY;6;253;0;
Mayer, Johann;1960;Elektroniker;62;1;GRÜNE;BY;48;235;0;
Mayer, Maximilian;1991;Student;94;1;DIE VIOLETTEN;BY;15;;0;
Mayer, Stephan Ernst Johann;1973;MdB, Rechtsanwalt;76;1;CSU;;;213;1;
Mayr, Thomas Johann;1988;Kfz-Mechatroniker;31;1;BP;BY;18;;0;
McDevitt, Dieter;1964;Informatiker;77;1;PIRATEN;NW;20;142;0;
Mebus, Gernot;1960;Industriekaufmann;78;1;MLPD;RP;5;;0;
Meenen, Uwe;1965;Verlagskaufmann, Kfz-Mechaniker;68;1;NPD;BE;4;76;0;
Meffert, Hildegard;1958;Krankenschwester;85;2;BüSo;BE;18;;0;
Meichelböck, Paul;1960;Beamter;78;1;DIE LINKE;;;257;0;
Meier, Edmund;1959;Elektriker;31;1;MLPD;SN;6;;0;
Meier, Karl;1955;Wirtschaftsingenieur;60;1;FREIE WÄHLER;BY;36;235;0;
Meier, Matin;1976;Selbständig;99;1;Die PARTEI;BE;41;;0;
Meier, Reiner;1953;Diplom-Verwaltungswirt (FH);76;1;CSU;BY;36;;2;
Meier, Stephan;1991;Student;94;1;CSU;BY;51;;0;
Meier, Wolfgang;1942;Fischzuchtmeister;2;1;REP;BW;3;;0;
Meierhofer, Horst;1972;MdB, Diplom-Kaufmann (Univ.);76;1;FDP;BY;2;233;0;
Meine, Henrick;1976;Bankkaufmann;69;1;FDP;RP;15;204;0;
Meinhardt, Patrick;1966;Mitglied des Deutschen Bundestages;76;1;FDP;BW;9;272;0;
Meinke, Sanna Milena;1971;Diplom-Sozialarbeiterin;86;2;SPD;HE;26;;0;
Meisberger, Dennis;1988;Student;94;1;CDU;SL;13;;0;
Meischner, Wolfgang;1954;Verwaltungsbeamter;78;1;ÖDP;BY;17;234;0;
Meise, Ariane Christine;1960;Juristin;81;2;NPD;NW;3;98;0;
Meiser, Ute Maria;1959;Ingenieurin;60;2;GRÜNE;SL;7;;0;
Meiser, Wolfgang;1961;Bergmechaniker;7;1;AfD;SL;4;;0;
Meißner, Heidi;1980;Kundenbetreuerin;69;2;GRÜNE;SN;5;158;0;
Meißner, Wilfried Kurt Albin;1957;Arzt;84;1;Anderer KWV;;;196;0;
Meister, Dr. Michael Günther;1961;Diplom-Mathematiker;61;1;CDU;HE;3;188;1;
Meister, Roland Matthäus;1953;Rechtsanwalt;81;1;MLPD;NW;7;;0;
Meister, Thomas;1974;Selbständiger Diplom-Ingenieur Elektrotechnik;60;1;AfD;;;23;0;
Meiwald, Peter;1966;Diplom-Sozialpädagoge;86;1;GRÜNE;NI;6;27;2;
Meixner, Andre;1965;Selbstständig;99;1;AfD;BB;7;;0;
Meixner, Norbert;1945;Betriebswirt;88;1;DIE LINKE;;;2;0;
Melter, Michael;1959;Politikwissenschaftler;88;1;PIRATEN;BE;10;;0;
Memenga, Bernd;1973;Handelsfachwirt;67;1;CDU;NI;41;;0;
Mendelsohn, Peter;1972;DV-Systemberater;77;1;Die PARTEI;;;275;0;
Mengel, Dr. Thomas;1959;Diplom-Chemiker;61;1;SPD;BW;30;282;0;
Menz, Brigit;1962;Buchhändlerin;67;2;DIE LINKE;HB;3;;0;
Menzel, Jürgen;1963;Parlamentarischer Berater;76;1;GRÜNE;BW;20;261;0;
Menzner, Dorothee;1965;Diplom-Ingenieurin;60;2;DIE LINKE;;;49;0;
Meppen, Lübbo;1956;Landwirt;1;1;FDP;NI;15;26;0;
Meral, Derya;1989;Rettungssanitäterin;85;2;MLPD;BW;4;;0;
Mergen, Moritz;1988;Student;94;1;FDP;RP;21;;0;
Meridies, Jochen;1931;Maschinenbautechniker;62;1;REP;NI;6;;0;
Merk, Christoph;1973;Schreinermeister;50;1;ÖDP;;;287;0;
Merk, Monika Manuela Carmen;1963;Kauffrau;78;2;DIE LINKE;BE;9;78;0;
Merkel, Dr. Angela Dorothea;1954;Mitglied des Deutschen Bundestages;76;2;CDU;MV;1;15;1;
Merkert, Johannes;1984;Student;94;1;PIRATEN;RP;10;210;0;
Merkl-Zierer, Bettina;1959;Diplom-Ingenieurin Landespflege (FH);5;2;GRÜNE;BY;39;254;0;
Merl, Harald;1970;Logistiker;75;1;NPD;;;234;0;
Mert, Mustafa;1969;Keine Angabe;98;1;BIG;BE;3;;0;
Mert, Yasar;1973;Unternehmensberater;75;1;BIG;BW;3;;0;
Mertel, Dr. Robert;1940;Diplom-Ingenieur Maschinenwesen;60;1;Anderer KWV;;;221;0;
Merten, Ingo Friedrich;1973;Informatiker;77;1;Die PARTEI;HH;5;;0;
Merz, Engelbert;1965;Bauleiter;60;1;Anderer KWV;;;156;0;
Messinger, Jessica;1988;Studentin;94;2;GRÜNE;BW;29;;0;
Meßmer, Ullrich Karl Wolfgang;1954;Gewerkschaftssekretär;76;1;SPD;HE;21;167;0;
Metterhausen, Carlo;1991;Student;94;1;Die PARTEI;;;96;0;
Metz, Dr. Horst Georg;1973;Diplom-Ingenieur;60;1;AfD;SN;2;;0;
Metzger, Anette Sabine;1964;Tanzlehrerin;87;2;FAMILIE;;;210;0;
Metzler, Jan;1981;Winzer, Diplom-Betriebswirt (FH);1;1;CDU;RP;11;207;1;
Metzner, Helmut;1968;Berater;88;1;FDP;BE;4;83;0;
Meurer, Klaus;1961;Angestellter;78;1;GRÜNE;;;199;0;
Meusel, Stephan Hans-Willy;1952;Selbständiger Personalmanager;75;1;AfD;TH;4;;0;
Meusel, Torsten;1964;Sicherungsaufsicht;62;1;pro Deutschland;BB;6;;0;
Meuser, Andre;1978;Datenschutzberater;81;1;PARTEI DER VERNUNFT;RP;2;;0;
Meyenburg, Lorenz Volker;1983;Doktorand der VWL;88;1;AfD;NW;39;;0;
Meyer, Barbara;1984;Wissenschaftliche Mitarbeiterin;88;2;GRÜNE;SL;3;296;0;
Meyer, Barbara;1978;Erzieherin;86;2;MLPD;HE;4;;0;
Meyer, Bert;1975;Diplom-Verwaltungswirt (FH);76;1;GRÜNE;SN;12;164;0;
Meyer, Christian;1962;Kraftwerksbauer;54;1;FDP;;;266;0;
Meyer, Dr. Jürgen;1957;Ingenieur;60;1;FREIE WÄHLER;BW;20;;0;
Meyer, Gerd;1947;Rentner;95;1;REP;BY;38;;0;
Meyer, Hans-Jakob;1964;Diplom-Ingenieur Agrar (FH);3;1;CDU;RP;31;;0;
Meyer, Heike;1962;Verkaufleiterin;75;2;CDU;HE;23;;0;
Meyer, Ingo;1978;Student;94;1;Anderer KWV;;;142;0;
Meyer, Jens Gerd;1957;Rechtsanwalt Notar;81;1;SPD;SH;15;;0;
Meyer, Leona;1987;Studentin;94;2;BüSo;BW;2;;0;
Meyer, Maria;1954;Sozialpädagogin;86;2;MLPD;SH;1;;0;
Meyer, Rolf Karl Heinrich;1941;Diplom-Ingenieur;60;1;FDP;HE;21;;0;
Meyer, Stefan Franz;1984;Bankbetriebswirt (B.A.);69;1;CSU;BY;54;;0;
Meyer, Ute;1967;Diplom-Kauffrau;88;2;FDP;SL;10;;0;
Meyer-Kainer, Marita;1954;Unternehmerin;75;2;CDU;HH;7;;0;
Michaelis, Axel;1965;Elektromonteur;31;1;NPD;BY;6;242;0;
Michaelis, Dirk;1978;Immobilienkaufmann;70;1;FDP;;;49;0;
Michalak, Ursula;1952;Lehrerin;87;2;CDU;SH;19;;0;
Michalk, Maria Ludwiga;1949;Mitglied des Deutschen Bundestages;76;2;CDU;SN;3;156;1;
Michelbach, Hans;1949;Mitglied des Deutschen Bundestages;76;1;CSU;BY;14;238;1;
Michels, Martin Alexander;1979;Diplom-Mathematiker;61;1;DIE LINKE;NI;6;27;0;
Michlbauer, Matthäus Josef;1966;Bankkaufmann;69;1;BüSo;BY;12;;0;
Middelberg, Dr. Mathias;1964;MdB, Rechtsanwalt;76;1;CDU;NI;6;39;1;
Miersch, Dr. Matthias;1968;Rechtsanwalt;81;1;SPD;NI;11;47;1;
Mieruch, Mario;1975;Diplom-Ingenieur Mechatronik (B.A.);60;1;AfD;;;128;0;
Mieth, Matthias;1981;Technischer Redakteur;82;1;PBC;NI;6;;0;
Mifka, Dr. Kai;1971;Ingenieur;60;1;FDP;RP;8;205;0;
Mihalic, Irene;1976;Polizeibeamtin;80;2;GRÜNE;NW;7;123;2;
Mikolajtzyk, Manuel;1982;Friedhofsgärtner;5;1;NPD;;;120;0;
Mildenberger, Christian;1984;Wirtschaftsingenieur (B.Sc);60;1;CDU;BW;30;;0;
Mindrup, Klaus;1964;selbstständiger Diplom-Biologe;88;1;SPD;BE;4;76;2;
Mini, Walter;1952;Handelsfachwirt;67;1;DIE LINKE;;;223;0;
Minte, Sefika;1980;Diplom-Sozialpädagogin;86;2;DIE LINKE;NW;24;;0;
Miosga, Richard Franz;1944;Kaufmann;78;1;NPD;;;75;0;
Mirow, Sahra;1984;Kulturwissenschaftlerin;88;2;DIE LINKE;BW;9;274;0;
Misch, Thomas Walter Friedrich;1957;Selbständiger Kaufmann;67;1;FREIE WÄHLER;SH;2;11;0;
Mischau, Gertrud Evmarie;1958;Bibliothekarin;82;2;MLPD;BY;13;;0;
Mischau, Klaus;1961;Arbeitsvorarbeiter;62;1;MLPD;BY;9;;0;
Misirlioglu, Ismet;1966;Diplom-Ingenieur;60;1;BIG;BE;1;83;0;
Mißfelder, Philipp;1979;MdB, Historiker;76;1;CDU;NW;14;121;2;
Mittag, Susanne;1958;Polizeibeamtin;80;2;SPD;NI;4;28;2;
Mittelstädt, Andreas;1987;Student;94;1;GRÜNE;NW;30;87;0;
Mittelstein, Mona Isabell;1984;Studentin;94;2;DIE LINKE;SH;9;;0;
