© Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;
;;;;;;;;;;
Alphabetisches Verzeichnis der Wahlbewerber zur Bundestagswahl 2013;;;;;;;;;;
;;;;;;;;;;
Name, Vorname;Geburtsjahr;Beruf;Berufsschlüssel;Geschlecht;Partei;Land;Platz;Wahlkreis;"Gewählt: 1=über Wkr; 2=über LL";
Höckendorff, Uwe;1957;Diplom-Betriebswirt (FH), selbständig;88;2;AfD;ST;12;;0;
Höcker, Annegret;1954;Grundschullehrerin;87;2;MLPD;BE;4;75;0;
Hoeck, Martin;1985;Angestellter;78;1;FDP;;;57;0;
Hofe von, Erich;1956;Lehrer;87;1;GRÜNE;;;34;0;
Höfer, Heike;1966;Bibliotheksassistentin;82;2;NPD;;;122;0;
Höferlin, Manuel;1973;MdB, Unternehmer;75;1;FDP;RP;3;207;0;
Hoff von, Sebastian;1982;Schornsteinfeger;80;1;PIRATEN;;;83;0;
Hoffmann, Alexander;1975;Oberrechtsrat;81;1;CSU;BY;27;249;1;
Hoffmann, Angeline Marie;1990;Studentin;94;2;AfD;BY;11;;0;
Hoffmann, Dustin;1987;Student;94;1;Die PARTEI;BE;2;;0;
Hoffmann, Hans-Gerd;1947;Rentner;95;1;FREIE WÄHLER;;;285;0;
Hoffmann, Jens Edgar;1983;Rechtsanwalt;81;1;CDU;RP;23;;0;
Hoffmann, Rainer;1962;Diplom-Ingenieur;60;1;PARTEI DER VERNUNFT;RP;1;203;0;
Hoffmann, Sandra Cordula;1968;Arbeitsvermittlerin;86;2;AfD;BY;24;;0;
Hoffmann, Susanne;1960;Kaufmännische Angestellte;78;2;NPD;;;287;0;
Hoffmann, Thorsten;1961;Polizeibeamter;80;1;CDU;NW;52;142;0;
Hoffmann, Timo;1978;Angestellter;78;1;BüSo;BE;20;;0;
Hoffmann, Wolfgang;1951;Logistiker;75;1;DIE LINKE;;;149;0;
Hofmann, Erik;1986;Winzer;1;1;ÖDP;RP;6;201;0;
Hofmann, Martin Horst;1977;Hausmann, Event-Veranstalter;95;1;DIE VIOLETTEN;BY;19;;0;
Hofmann, Ralf;1967;Selbstständiger Kaufmann;67;1;SPD;BY;35;250;0;
Hofmeister, Andreas;1961;Diplom-Informatiker;77;1;AfD;RP;17;;0;
Hofreiter, Dr. Anton;1970;MdB, Diplom-Biologe;76;1;GRÜNE;BY;2;222;2;
Höft, Ingo;1949;Systemplaner;77;1;PIRATEN;RP;5;;0;
Höger, Inge Dora Minna;1950;Mitglied des Deutschen Bundestages;76;2;DIE LINKE;NW;9;133;2;
Högl, Dr. Eva Alexandra Ingrid Irmgard Anna;1969;MdB, Juristin;76;2;SPD;BE;1;75;1;
Hohenadl, Ruth;1960;Künstlerin;83;2;FDP;BY;28;218;0;
Hohmann, Gerald;1959;Rechtsanwalt;81;1;Anderer KWV;;;5;0;
Höhn, Bärbel;1952;Diplom-Mathematikerin;61;2;GRÜNE;NW;1;117;2;
Höll, Dr. Barbara;1957;MdB, Diplom-Philosophin;76;2;DIE LINKE;SN;9;152;0;
Hollack, Carin;1940;Arbeitspädagogin i.R.;95;2;NPD;;;42;0;
Hollenberg, Hartmut;1937;Diplom-Ingenieur;60;1;ÖDP;BW;28;;0;
Höller, Dr. Kurt Emmerich;1980;Institutsgeschäftsführer;76;1;CSU;BY;46;;0;
Holler, Robert;1946;Rentner;95;1;REP;BY;17;;0;
Holm, Leif-Erik;1970;Moderator;82;1;AfD;MV;1;;0;
Holmeier, Karl;1956;Mitglied des Deutschen Bundestages;76;1;CSU;;;234;1;
Holtermann, Sandra;1971;Abteilungsleiterin;75;2;Die PARTEI;BE;35;;0;
Höltke, Markus Alfred;1967;Kameramann;83;1;Tierschutzpartei;HB;2;;0;
Holz, Angela;1979;Angestellte;78;2;SPD;NI;38;;0;
Holzapfel, Dietmar;1966;Angestellter;78;1;FREIE WÄHLER;SL;1;;0;
Holzenkamp, Franz-Josef;1960;MdB, Landwirtschaftsmeister;76;1;CDU;;;32;1;
Holzhäuser, Reiner;1938;Rentner;95;1;FREIE WÄHLER;BW;14;;0;
Holzheu, Johann;1944;Diplom-Pädagoge;88;1;DKP;;;270;0;
Holzner, Martina;1976;Erzieherin;86;2;SPD;SL;5;;0;
Holzwarth, Ursula;1949;Rentnerin;95;2;REP;;;272;0;
Homa, Frank-Michael;1957;KFZ Meister;28;1;REP;;;182;0;
Homburger, Birgit;1965;Mitglied des Deutschen Bundestages;76;2;FDP;BW;2;287;0;
Hönig, Günter;1951;Rentner;95;1;Anderer KWV;;;51;0;
Hönig, Manfred;1971;Fleischergeselle;40;1;NPD;;;187;0;
Hönlinger, Ingrid;1964;MdB, Rechtsanwältin;76;2;GRÜNE;BW;17;265;0;
Hopfensperger, Sebastian;1984;Kaufmännischer Angestellter;78;1;FREIE WÄHLER;BY;4;233;0;
Hoppe, Thilo;1958;Journalist, Diakon;82;1;GRÜNE;NI;8;24;0;
Hoppenstedt, Dr. Hendrik;1972;Bürgermeister;76;1;CDU;NI;17;43;1;
Hoppenstedt, Petra;1982;Studienrefendarin für Lehramt;87;2;CDU;MV;11;;0;
Horb, Margaret;1967;Diplom-Finanzwirt (FH);76;2;CDU;BW;15;;2;
Hörhold, Andreas;1969;Bürokaufmann;78;1;MLPD;MV;2;;0;
Hornberger, Reinhard;1948;Sicherheitsfachwirt (FH);62;1;REP;BY;7;;0;
Hornbostel, Steffi Thea;1959;Buchhändlerin;67;2;DIE LINKE;TH;7;;0;
Hörner, Erich Paul Manfred;1951;Rechtsanwalt;81;1;MLPD;BY;4;;0;
Hornhues, Else Katharina Bettina;1972;Bankkauffrau;69;2;CDU;HB;2;55;2;
Hornung, Fritz-Walter;1957;Diplom-Volkswirt;88;1;DIE LINKE;HE;14;181;0;
Horst, Alfred Hermann;1952;Berufskraftfahrer;71;1;NPD;;;171;0;
Horst, Timo;1979;Studienrat;87;1;SPD;RP;25;;0;
Hörstel, Christoph;1956;Regierungsberater, Publizist;82;1;Anderer KWV;;;61;0;
Höschel, Dr. Mathias Edwin;1967;Zahnarzt;84;1;CDU;NW;57;;0;
Höschen, Frank;1965;Sonderschulkonrektor;87;1;PIRATEN;;;120;0;
Hotter, Lucas;1989;Student;94;1;BP;BY;22;;0;
Hübener, Thomas;1974;Kaufmann;78;1;NPD;BE;8;81;0;
Huber, Karl-Heinz (Charles M.);1956;Schauspieler;83;1;CDU;HE;19;186;2;
Huber, Martin;1960;Angestellter;78;1;REP;BY;18;;0;
Huber, Wilfried;1954;Realschullehrer;87;1;FDP;BW;26;270;0;
Hubig, Ute;1947;Speditionskauffrau;70;2;CDU;SL;11;;0;
Hübinger, Anette;1955;Assessorin jur.;81;2;CDU;SL;3;296;1;
Hübner, Thomas;1971;Anwendungsentwickler;77;1;PIRATEN;ST;8;;0;
Hudyma, Christine-Maria;1961;Bankkauffrau;69;2;FREIE WÄHLER;;;93;0;
Huemer, Robert;1967;Verkäufer;66;1;ÖDP;BY;14;;0;
Huff, Manuel;1984;Student;94;1;DIE LINKE;;;150;0;
Hufgard, Christian;1979;Softwareentwickler;77;1;PIRATEN;;;184;0;
Hüfner, Florian;1987;Student;94;1;SPD;ST;9;73;0;
Huger, Mark Daniel;1983;IT-Unternehmer;75;1;PIRATEN;BY;9;;0;
Hugo von, Merlyn Meikel Moritz Manfred;1991;Student der Rechtswissenschaft;94;1;ÖDP;;;194;0;
Huhn, Claus;1956;Immobilienmarkler;70;1;FREIE WÄHLER;SL;4;;0;
Hühnlein, Johannes;1984;Kaufmann;78;1;NPD;BY;9;240;0;
Hülfemann, Hartmut;1941;Lehrer i. R.;95;1;FREIE WÄHLER;NW;13;;0;
Human, Karl-Justus;1969;Geschäftsinhaber;67;1;Anderer KWV;;;235;0;
Hummel, Frank Detlef;1960;Kapitän;72;1;pro Deutschland;BB;2;;0;
Hummel, Melanie;1984;Studentin;94;2;BP;BY;21;;0;
Hummel, Rebecca;1983;Politikwissenschaftlerin;88;2;SPD;BW;26;289;0;
Humml, Stephan Udo;1976;Mechaniker;27;1;PARTEI DER VERNUNFT;BY;17;;0;
Hundeiker, Ulf Henning;1972;Arbeitslos;98;1;Die PARTEI;NW;51;;0;
Hundeshagen, Birgitta Maria Klara;1953;Diplom-Kauffrau;78;2;CDU;NI;32;;0;
Hunko, Andrej Konstantin;1963;Mitglied des Deutschen Bundestages;76;1;DIE LINKE;NW;4;87;2;
Huonker, Birgit;1961;Diplom-Kommunikationswissenschaftlerin;70;2;DIE LINKE;SL;3;;0;
Hupach, Sigrid;1968;Diplom-Ingenieurin (FH);60;2;DIE LINKE;TH;5;189;2;
Hüppe, Hubert Wilhelm;1956;Mitglied des Deutschen Bundestages;76;1;CDU;NW;19;144;2;
Husen, Katja;1976;Kaufmännische Leitung;75;2;GRÜNE;HH;7;22;0;
Huth, Patrick;1978;Berufskraftfahrer;1;1;NPD;;;176;0;
Igelmann, Richard;1977;Industriekaufmann;78;1;pro Deutschland;MV;3;;0;
Ihle, Volkmar;1952;Ingenieur;60;1;GRÜNE;SN;13;;0;
Ilgen, Matthias;1983;Selbständig;99;1;SPD;SH;9;2;2;
Ilius, Klaus-Dieter;1948;Energieanlagenelektroniker;31;1;MLPD;BE;5;;0;
Ilius, Petra;1950;Lehrerin;87;2;MLPD;BE;2;84;0;
Ilsanker, Josef;1975;Ergotherapeut;85;1;DIE LINKE;;;229;0;
Imamura, Alan Daniel;1973;Diplom-Kaufmann;88;1;AfD;NW;26;116;0;
Imken, Sonja;1967;Lehrerin;87;2;GRÜNE;MV;8;;0;
Imre, Güney;1990;Verkäufer;66;1;FREIE WÄHLER;;;78;0;
Insinger, Monika;1956;Finanzbeamtin;78;2;CDU;NI;34;;0;
Ipach, Frank;1962;Facharbeiter;99;1;NPD;;;99;0;
Irion, Jörg Joachim;1939;Rentner;95;1;MLPD;BB;4;;0;
Irlstorfer, Erich;1970;Kaufmännischer Angestellter;78;1;CSU;;;215;1;
Isberner, Daniel Andreas;1985;Autor;82;1;PIRATEN;BY;27;;0;
Iseke, Thomas;1963;Diplom-Ökonom;88;1;FDP;NI;8;41;0;
Jäckel, Lutz;1956;Geschäftsführer;75;1;FDP;BW;32;273;0;
Jäckel, Markus;1965;Altenpfleger, Pflegefachkraft;86;1;AfD;;;136;0;
Jacken, Christian Alexander Eugen Johannes;1977;Bürgerrechtler, Internetberater;77;1;AfD;;;86;0;
Jacob, Andreas;1976;Unternehmer;75;1;PIRATEN;TH;6;190;0;
Jacobitz, Dr. Klaus;1937;Allgemeinarzt;84;1;BP;;;226;0;
Jacob-Reisinger, Ursula;1957;Gewerkschaftssekretärin;76;2;DIE LINKE;;;136;0;
Jacobsen, Telse;1954;Steuerberaterin;75;2;CDU;SH;26;;0;
Jacobson, Sten;1978;Geschäftsführer;75;1;GRÜNE;SN;6;156;0;
Jaeschke, Jan;1990;Kurierfahrer;71;1;NPD;BW;4;274;0;
Jagau, Karsten Erich Theodor;1956;Lehrer für Pflegeberufe;87;1;PIRATEN;MV;8;12;0;
Jäger, Alexander;1986;Student;94;1;PIRATEN;;;134;0;
Jäger, Benjamin;1988;Studierender;94;1;ÖDP;NW;3;;0;
Jäger, Edmond;1982;Lehrer;87;1;DIE LINKE;;;285;0;
Jäger, Florian;1971;Vertriebsmanager;75;1;AfD;BY;22;216;0;
Jagsch, Stefan;1986;Angestellter;78;1;NPD;;;177;0;
Jahn, Wiebke;1980;Studentin;94;2;Die PARTEI;BE;15;;0;
Jakobs, Hans-Georg;1959;Bankfachwirt;69;1;FREIE WÄHLER;RP;17;;0;
Jakobs, Heidrun;1963;Rechtsanwältin;81;2;AfD;RP;3;;0;
Jalboot, Mahmoud;1954;Berufskraftfahrer;71;1;MLPD;ST;6;;0;
Jalowy, Roland;1969;TV-Journalist;82;1;pro Deutschland;HE;4;;0;
Janecek, Dieter;1976;Diplom-Politologe;88;1;GRÜNE;BY;4;221;2;
Janich, Oliver Markus Raoul;1969;Journalist;82;1;PARTEI DER VERNUNFT;BY;1;;0;
Jansen, Alfred;1969;Diplom-Designer;83;1;Die PARTEI;NW;23;;0;
Jansen, Antje;1950;Erzieherin;86;2;DIE LINKE;SH;5;;0;
Jansen, Franz;1935;Rentner;95;1;Anderer KWV;;;202;0;
Jansen, Frederik;1983;Student;94;1;Die PARTEI;NW;28;;0;
Jansen, Richard Jörg;1965;Selbstständiger Kaufmann;78;1;Die PARTEI;NW;21;114;0;
Janson, Dr. Gerd;1961;Leitender Angestellter;75;1;FDP;RP;20;;0;
Janßen, Marco;1973;Callcenter-Agent;70;1;PBC;NI;9;;0;
Jante, Martin;1983;Auszubildener;94;1;PARTEI DER VERNUNFT;BW;7;;0;
Jantz, Christina;1978;Verwaltungsfachwirtin;78;2;SPD;NI;16;34;2;
Janus, Richard Johannes;1970;Theologe;88;1;GRÜNE;NW;34;;0;
Janz, Sven-Oliver;1964;Diplom-Verwaltungswirt;76;1;Die PARTEI;NW;8;;0;
Jaroslawsky, Nikolaus;1960;Diplom-Physiker;61;1;PIRATEN;BY;15;220;0;
Jarzombek, Thomas;1973;IT-Berater;77;1;CDU;NW;35;106;1;
Jaschkowski, Erich;1952;Diplom-Ingenieur;60;1;Anderer KWV;;;73;0;
Jaser, Dietrich;1961;Rechtsanwalt;81;1;AfD;;;255;0;
Jasinski, Romuald;1952;Unternehmer;75;1;Anderer KWV;;;18;0;
Jehle, Jochen;1968;Gymnasiallehrer;87;1;SPD;BW;37;293;0;
Jelpke, Ursula;1951;Mitglied des Deutschen Bundestages;76;2;DIE LINKE;NW;3;142;2;
Jenne, Helmut;1962;EDV-Fachmann, Diplom-Betriebswirt (FH);77;1;ÖDP;;;224;0;
Jens, Karina Annemarie;1958;Volljuristin;81;2;CDU;MV;10;;0;
Jenssen, Jens;1979;Politikwissenschaftler;88;1;SPD;RP;14;203;0;
Jepsen, Thomas;1973;Immobilienmakler;70;1;CDU;SH;13;;0;
Jesinghausen, Elke;1955;Kfz-Kauffrau;67;2;CDU;HE;29;;0;
Jeske, Thomas;1972;Journalist;82;1;Die PARTEI;BE;18;;0;
Jess, Gunter Harald Wilfried;1951;Akademiker;76;1;AfD;MV;6;;0;
Jeßberger, Kurt;1951;Berufskraftfahrer;71;1;FREIE WÄHLER;NW;11;123;0;
Jezewski, Heinz-Werner;1958;Schriftsteller;83;1;DIE LINKE;;;1;0;
Jöbkes, Bruno;1967;Diplom-Geograph, Geschäftsführer;88;1;GRÜNE;NW;20;112;0;
Jochum, Mathias;1981;Finanzbeamter;78;1;CDU;SL;21;;0;
Jöckle, Wolfgang;1950;Lehrer;87;1;ÖDP;RP;11;;0;
Johach, Dr. Helmut;1941;Therapeut;85;1;DIE LINKE;;;246;0;
Johannsen, Henry Karl Heinrich;1944;Naturwissenschaftler;88;1;NPD;;;8;0;
John, Franz Siegmar;1939;Rentner;95;1;BüSo;SN;9;157;0;
John, Rüdiger;1977;Student;94;1;ÖDP;RP;7;212;0;
Johnson, Sabine;1956;Diplom-Ingenieur;60;2;REP;BW;10;;0;
Jongen, Dr. Marc;1968;Wissenschaftlicher Mitarbeiter;76;1;AfD;BW;10;271;0;
Jonik, Kevin;1979;Selbständig;99;1;Anderer KWV;;;65;0;
Joosten, Arnold;1982;Unternehmensberater;75;1;SPD;RP;24;;0;
Jörns, Sven Wolfgang;1970;Softwareentwickler;77;1;PIRATEN;;;9;0;
Jörrißen, Sylvia Sabine;1967;Bankfachwirtin;69;2;CDU;NW;42;145;2;
Jost, Reinhold;1966;Finanzfachwirt;76;1;SPD;SL;2;297;2;
Jung, Andreas;1975;Mitglied des Deutschen Bundestages;76;1;CDU;;;287;1;
Jung, Armin;1959;Diplom-Ingenieur;60;1;GRÜNE;HE;18;169;0;
Jung, Dr. Franz Josef Friedrich;1949;Rechtsanwalt, Notar;81;1;CDU;HE;1;184;1;
Jung, Dr. Karsten;1977;Studienrat;87;1;FDP;BW;34;288;0;
Jung, Hermann Thomas;1957;Rechtsanwalt;81;1;AfD;BB;10;;0;
Jung, Norbert;1964;Diplom-Holzingenieur;60;1;GRÜNE;;;74;0;
Jung, Xaver;1962;Oberstudienrat;87;1;CDU;RP;13;210;2;
Jungblut, Marika;1964;Angestellte;78;2;DIE LINKE;;;88;0;
Jungbluth, Torsten;1967;Diplom-Kaufmann;88;1;AfD;NW;30;;0;
Jungclaus, Michael Peter;1964;MdL, Tischler;76;1;GRÜNE;;;59;0;
Junge, Frank Michael;1967;Diplom-Sportlehrer;87;1;SPD;MV;2;13;2;
Jung-Klein, Dr. Freia;1958;Agrarwissenschaftlerin;88;2;GRÜNE;RP;9;;0;
Junker, Franziska;1963;Einzelhandelskauffrau;67;2;DIE LINKE;NI;11;;0;
Juratovic, Josip;1959;MdB, Kraftfahrzeugmechaniker;76;1;SPD;BW;11;267;2;
Juresa, Ivica;1961;Diplom-Wirtschaftsingenieur (FH);60;1;PIRATEN;BW;27;;0;
Jurk, Thomas Edmund;1962;MdL, Funkmechaniker;76;1;SPD;SN;1;157;2;
Jutt, Fabian;1982;Studienrat;87;1;CDU;BW;32;;0;
Jütten, Christiane;1971;Kaufmännische Angestellte;78;2;NPD;;;92;0;
Jüttendonk, Christian;1957;Musiker;83;1;DIE VIOLETTEN;BY;27;;0;
Jüttner, Dr. Egon;1942;MdB, Univertätsprofessor i.R;76;1;CDU;BW;12;275;1;
Kachel, Thomas;1970;Lehrer;87;1;DIE LINKE;SN;14;;0;
Kaczmarek, Oliver;1970;Oberregierungsrat;76;1;SPD;NW;42;144;1;
Kader, Sabine;1967;Restaurantfachfrau;91;2;Die PARTEI;NW;9;;0;
Kaenders, Gabriele;1951;Rentnerin;95;2;DIE LINKE;;;114;0;
Kahle, Sascha;1986;Veranstaltungskaufmann;75;1;PIRATEN;;;64;0;
Kahler, Adrian;1990;Student;94;1;Die PARTEI;NW;44;;0;
Kahler, Birgit Angelika;1950;Diplom-Kosmetikerin;90;2;DIE VIOLETTEN;BY;11;;0;
Kahraman-Meister, Yazgülü;1962;Werkstoffprüferin;63;2;MLPD;NW;4;;0;
Kahrs, Johannes;1963;Angestellter;78;1;SPD;;;18;1;
Kail, Wilhelm;1964;Krankenpfleger;85;1;PARTEI DER VERNUNFT;BY;11;;0;
Kailer, Arno;1953;Landschaftsgärtner;5;1;REP;NI;2;;0;
Kaiser, Christa;1953;Fremdsprachenkorrespondentin;78;2;BüSo;BY;2;220;0;
Kaiser, Dr. Karin Sigrid Elisabeth;1962;Professorin, Wirtschaftsprüferin, Steuerberaterin;87;2;AfD;SH;3;6;0;
Kaiser, Manfred;1968;Freiberuflicher Musiker, Musiklehrer;83;1;ÖDP;TH;15;;0;
Kaiser, Sandra;1974;Freiberufliche Künstlerin;83;2;ÖDP;TH;11;;0;
Kaiser, Stefan;1985;Unternehmer;75;1;FREIE WÄHLER;BY;17;227;0;
Kaisersberger, Erich;1967;Malermeister;51;1;BüSo;BY;9;219;0;
Kaiser-Wirz, Birgit;1959;Unternehmensberatung;75;2;CDU;HE;45;;0;
Kalb, Bartholomäus;1949;Mitglied des Deutschen Bundestages;76;1;CSU;;;227;1;
Kalben von, Erika Ingeborg;1964;Diplom-Verwaltungswirtin;76;2;GRÜNE;;;3;0;
Kalbhenn, Jan Hendrik;1986;Sicherheitsmitarbeiter;79;1;pro Deutschland;SL;1;;0;
Kalinka, Gerhard;1962;Wissenschaftlicher Mitarbeiter;88;1;GRÜNE;BB;4;;0;
Kalkoffen, Martin;1956;Diplom-Sozialpädagoge;86;1;DIE LINKE;SL;5;;0;
Kalkowski, Christoph;1982;Referent;76;1;FREIE WÄHLER;BY;38;217;0;
Kalkowski, Melanie;1978;Diplom-Finanzwirtin, Finanzbeamtin;76;2;PIRATEN;NW;1;;0;
Kallrath, Dr. Josef;1959;Physiker;61;1;AfD;RP;2;;0;
Kallweit, Brigitte;1956;Einzelhandelskauffrau;67;2;NPD;NI;3;40;0;
Kaltenhauser, Dr. Helmut;1961;Leitender Bankangestellter;69;1;FDP;BY;27;247;0;
Kamke, Doris;1968;Pflegehelferin;85;2;BüSo;NW;9;;0;
Kamlah, Cedric;1992;Student;94;1;FDP;NI;16;34;0;
Kammer, Hans-Werner;1948;MdB, Baukaufmann;76;1;CDU;NI;15;26;2;
Kammer, Uwe;1966;Offizier der Bundeswehr;80;1;FREIE WÄHLER;SL;2;;0;
Kammerer, Georg Friedrich;1981;Student der Film- und Fernsehspielregie;94;1;Die PARTEI;BE;6;82;0;
Kammler, Tobias;1986;Geschäftsführer des Landesverbandes;76;1;NPD;TH;4;197;0;
Kampeter, Steffen;1963;Diplom-Volkswirt;88;1;CDU;NW;8;134;1;
Kämpfer, Jens Klaus;1972;Facharbeiter für Werkzeugmaschinen;22;1;GRÜNE;;;195;0;
Kampmann, Christina;1980;Promotionsstudentin;94;2;SPD;NW;16;132;1;
Kanand, Helmut Johannes;1953;Angestellter;78;1;DIE LINKE;;;139;0;
Kandar, Niels;1984;Auszubildender;98;1;NPD;SL;4;299;0;
Kandziora, Norbert;1951;Diplom-Ingenieur i.R.;95;1;RENTNER;BW;1;;0;
Kanis, Paul-Gerhard;1955;Ingenieur;60;1;Anderer KWV;;;294;0;
Kanitz, Steffen;1984;Diplom-Kaufmann;88;1;CDU;NW;20;143;2;
Kanschat, Sebastian;1987;Student;94;1;PIRATEN;;;215;0;
Kaplan, Ayten;1970;Berufspädagogin;88;2;DIE LINKE;NW;11;89;0;
Kapp, Helena;1951;Geschäftsführerin;75;2;CDU;BW;25;;0;
Kappe, Tilmann;1960;Hals-Nasen-Ohren-Arzt;84;1;PARTEI DER VERNUNFT;NW;11;;0;
Kappner, Klaus;1959;Arbeiter;53;1;MLPD;BW;7;;0;
Kapschack, Ralf;1954;Journalist;82;1;SPD;NW;37;139;1;
Karaahmetoglu, Macit;1968;Rechtsanwalt;81;1;SPD;BW;21;265;0;
Karawanskij, Susanna;1980;Politikwissenschaftlerin, wissenschaftl. Mitarbeiterin;88;2;DIE LINKE;SN;3;151;2;
Karim, Dr. Najibulla;1973;Biochemiker;61;1;FDP;;;18;0;
Karl, Alfred Friedrich;1947;Rentner;95;1;AfD;ST;8;;0;
Karl, Alois;1950;Mitglied des Deutschen Bundestages;76;1;CSU;;;232;1;
Karli, Manuela;1975;Kauffrau für Bürokommunikation;78;2;DIE LINKE;NW;27;;0;
Karliczek, Anja Maria-Antonia;1971;Leitende Angestellte Hotellerie;75;2;CDU;NW;15;128;1;
Karpowski, Ilja Bertold;1981;Angestellter;78;1;BüSo;;;182;0;
Karstedt von, Dr. Wulf-Christof;1970;Ingenieur;60;1;Die PARTEI;HB;5;;0;
Karstedt von, Imke;1980;Geschäftsführerin;75;2;Die PARTEI;HB;1;54;0;
Karsten, Heidelore;1946;Rentnerin;95;2;NPD;;;161;0;
Karstens, Dr. Detleff;1941;Physiker;61;1;PBC;NI;1;51;0;
Karstens, Stefan;1981;Kaufmännischer Angestellter;78;1;DIE LINKE;SH;6;4;0;
Kaschner, Georg;1955;Rentner;95;1;DIE LINKE;;;234;0;
Kaschny, Prof. Dr. Martin;1964;Hochschulprofessor;87;1;FDP;RP;14;200;0;
Käsling, Verena;1983;Bankfachwirtin;69;2;CDU;NW;61;;0;
Kasperidus, Bernd;1970;Datenverarbeitungskaufmann;77;1;PIRATEN;BY;22;;0;
Kaßbohm, Andreas;1960;Diplom-Ingenieur für Informationstechnik;60;1;PIRATEN;TH;1;192;0;
Kassner, Karin Kerstin;1958;Diplom-Ökonomin;88;2;DIE LINKE;MV;3;15;2;
Kast, Achim;1982;Schreiner;50;1;NPD;;;255;0;
Kaste, Maren;1962;Angestellte;78;2;ÖDP;ST;3;;0;
Kaster, Bernhard;1957;MdB, Bürgermeister a.D.;76;1;CDU;RP;3;204;1;
Kastner, Jan;1990;Student;94;1;PIRATEN;BY;14;233;0;
Kästner, Toni;1985;Angestellter;78;1;BüSo;NW;10;;0;
Kastner, Ulrich;1962;Diplom-Ingenieur (TU);60;1;FDP;BY;47;213;0;
Kater, Kristian;1983;Diplom-Betriebswirt;88;1;SPD;NI;43;;0;
Kathe, Harald;1964;Immobilienkaufmann;70;1;FREIE WÄHLER;SL;3;;0;
Katte, Nicolas;1990;Student;94;1;FDP;RP;10;;0;
Katte, Robert;1957;Fachkrankenpfleger;85;1;AfD;RP;19;;0;
Katterle, Dr. Dieter Hans Heinrich;1950;Facharzt;84;1;FDP;BY;21;245;0;
Katzer, Dietmar Fritz;1952;Leitender Angestellter;75;1;SPD;SH;18;;0;
Katzmarek, Gabriele;1960;Gewerkschaftssekretärin;76;2;SPD;BW;12;273;2;
Kauch, Michael;1967;Diplom-Volkswirt;88;1;FDP;NW;6;142;0;
Kauder, Siegfried;1950;Rechtsanwalt;81;1;Anderer KWV;;;286;0;
Kauder, Volker;1949;Mitglied des Deutschen Bundestages;76;1;CDU;BW;3;285;1;
Kauer, Thomas;1982;Selbständiger;99;1;AfD;BW;16;;0;
Kaufmann, Alexander;1964;Selbstständig;99;1;PIRATEN;;;170;0;
Kaufmann, Dr. Stefan;1969;MdB, Rechtsanwalt;76;1;CDU;BW;10;258;1;
Kaufmann, Prof. Dr. Michael Heinz;1964;Professor an der Ernst-Abbe-Fachhochschule;87;1;AfD;TH;1;194;0;
Kaup, Andrea;1969;Rechtsanwältin;81;2;FDP;HE;23;;0;
Kaußen, Jessica;1990;Studentin;94;2;DIE LINKE;NI;9;;0;
Kayser, Jonas;1994;Student;94;1;Anderer KWV;;;56;0;
Keckstein, Johann;1950;Elektromeister;31;1;FREIE WÄHLER;;;145;0;
Kefer, Michael;1968;Religionslehrer;87;1;ÖDP;;;283;0;
Kehm, Max;1986;Student;94;1;PIRATEN;;;282;0;
Kehrmann, Kai-Sören;1959;Kaufmännischer Angestellter;78;1;FREIE WÄHLER;HE;4;183;0;
Keiner, Lukas;1986;Maurermeister;44;1;NPD;;;178;0;
Keins, Peter;1961;Psychologe;88;1;Die PARTEI;BE;29;;0;
Kekeritz, Uwe;1953;MdB, Diplom-Volkswirt;76;1;GRÜNE;BY;6;243;2;
Kelber, Ulrich Wolfgang;1968;Diplom-Informatiker;77;1;SPD;NW;56;96;1;
Kellermann, Friedrich;1953;Metzger;40;1;NPD;;;268;0;
Kellermann, Otto;1944;Pensionär;95;1;REP;BY;25;;0;
Kellmer, Oliver;1976;Richter am Verwaltungsgericht;81;1;SPD;NI;25;30;0;
Kellner, Henny;1956;Freiberufliche Projektentwicklerin;75;2;PIRATEN;;;151;0;
Kemmer, Birgit;1960;Verwaltungsangestellte;78;2;GRÜNE;NI;11;31;0;
Kempe, Jannis;1991;Student;94;1;Die PARTEI;BE;51;;0;
Kempf, Martina;1964;Juristin;81;2;AfD;BW;17;;0;
Kempf, Timm Richard;1941;Kaufmann;78;1;AfD;BW;23;;0;
Kerber, Michael;1978;Angestellter;78;1;NPD;;;281;0;
Keren, Franz;1951;Bauunternehmer;75;1;FDP;SL;5;;0;
Kerkhoff, Siegfried;1958;Diplom- Finanzwirt;76;1;PIRATEN;;;126;0;
Kermer, Marina Angela;1960;Geschäftsführerin;75;2;SPD;ST;4;66;2;
Kern, Daniel;1983;Kaufmann der Grundstücks- und Wohnungswirtschaft;70;1;CDU;RP;25;;0;
Kern, Georg;1966;Diplom-Betriebswirt (FH);88;1;CDU;RP;32;;0;
Kern, Julian;1982;Landschaftsgärtner;5;1;Die PARTEI;NW;40;;0;
Kern, Martin;1985;Handelsvertreter;68;1;Die PARTEI;NW;41;;0;
Kerschbaum, Irmgard;1945;Rentnerin;95;2;ÖDP;BW;25;;0;
Kersken, Bärbel;1964;Mediengestalterin;83;2;MLPD;TH;5;;0;
Kerstan, Axel;1958;Zahnarzt;84;1;PIRATEN;;;123;0;
